Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9288,Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0,0.02
9289,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
9290,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
9291,Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.02
9292,Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02
9293,Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02
9294,The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02
9295,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02
9296,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02
9297,Heroes of the Pacific,PC,2005,Simulation,Codemasters,0,0.02,0,0,0.02
9298,Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
9299,Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02
9300,Horrid Henry: Missions of Mischief,Wii,2010,Adventure,SouthPeak Games,0,0.02,0,0,0.02
9301,Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,0.02
9302,Painkiller: Hell & Damnation,X360,2013,Shooter,Nordic Games,0,0.01,0,0,0.02
9303,Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02
9304,Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02
9305,Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02
9306,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0,0.02,0,0,0.02
9307,NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0,0.02
9308,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
9309,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02
9310,Germany's Next Topmodel 2011,Wii,2011,Simulation,7G//AMES,0,0.02,0,0,0.02
9311,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02
9312,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
9313,UFO: Trilogy,PC,2007,Strategy,Unknown,0,0.02,0,0,0.02
9314,Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02
9315,Vietcong,PC,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02
9316,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02
9317,Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02
9318,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02
9319,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02
9320,Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02
9321,Starship Troopers,PC,2005,Shooter,Empire Interactive,0,0.02,0,0,0.02
9322,AIR,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02
9323,Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02
9324,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
9325,Dino Dini's Kick Off Revival,PS4,2016,Sports,Avanquest,0,0.02,0,0,0.02
9326,Atlantic Quest,PC,2011,Puzzle,Avanquest,0,0.02,0,0,0.02
9327,Tycoon City: New York,PC,2006,Strategy,Atari,0,0.02,0,0,0.02
9328,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
9329,Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02
9330,Virtua Pro Football,PS2,2006,Sports,Sega,0,0,0.02,0,0.02
9331,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0,0,0.02,0,0.02
9332,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02
9333,Black Rose Valkyrie,PS4,2016,Role-Playing,Idea Factory,0,0,0.02,0,0.02
9334,Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02
9335,Kazoku Keikaku,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
9336,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,0.02,0,0,0,0.02
9337,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0,0,0.02
9338,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02
9339,Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02
9340,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,0,0.02,0,0,0.02
9341,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02
9342,Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
9343,PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,0,0,0.02,0,0.02
9344,Commandos 3: Destination Berlin,PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02
9345,Otoko Yukaku,PSV,2015,Action,D3Publisher,0,0,0.02,0,0.02
9346,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0,0.02,0,0,0.02
9347,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0,0,0.02,0,0.02
9348,Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02
9349,ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
9350,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,0,0,0.02,0,0.02
9351,Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02
9352,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02
9353,Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02
9354,Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02
9355,Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,0,0,0.02,0,0.02
9356,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0,0,0.02,0,0.02
9357,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
9358,Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02
9359,Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0,0.02
9360,Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,0,0,0.02,0,0.02
9361,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
9362,Elvandia Story,PS2,2007,Role-Playing,Spike,0,0,0.02,0,0.02
9363,Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,0,0,0.02,0,0.02
9364,Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
9365,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0,0.02,0,0,0.02
9366,The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02
9367,WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.01,0,0,0.02
9368,uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02
9369,Prism Ark: Awake,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02
9370,Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,0,0,0.02,0,0.02
9371,Rugby 06,XB,2006,Sports,Electronic Arts,0.01,0,0,0,0.02
9372,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0,0,0,0.02
9373,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0,0,0,0.02
9374,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0,0,0.02,0,0.02
9375,Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
9376,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,0,0,0.02,0,0.02
9377,Guitar Freaks V3 & DrumMania V3,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
9378,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
9379,Legendary,PC,2008,Shooter,Atari,0,0.01,0,0,0.02
9380,Snow Portable,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02
9381,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02
9382,Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,0.01,0,0,0,0.02
9383,Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02
9384,Miyako,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
9385,Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
9386,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.02,0,0.02
9387,11eyes: CrossOver,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02
9388,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0,0,0.02,0,0.02
9389,Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02
9390,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0,0,0.02,0,0.02
9391,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0,0,0.02,0,0.02
9392,Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0,0,0.02,0,0.02
9393,Blood Bowl: Legendary Edition,PC,2010,Sports,Focus Home Interactive,0,0.01,0,0,0.02
9394,Tantei Opera: Milky Holmes,PSP,2010,Adventure,Unknown,0,0,0.02,0,0.02
9395,Pirates of the Burning Sea,PC,2008,Role-Playing,Koch Media,0,0.01,0,0,0.02
9396,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
9397,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0,0.02,0,0,0.02
9398,Micro Machines V4,PSP,2006,Racing,Codemasters,0.01,0,0,0,0.02
9399,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0,0.02
9400,WorldShift,PC,2009,Strategy,Playlogic Game Factory,0.02,0,0,0,0.02
9401,The Crew: Wild Run,PC,2015,Action,Ubisoft,0,0.02,0,0,0.02
9402,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,0.02,0,0,0.02
9403,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2007,Role-Playing,Sega,0,0,0.02,0,0.02
9404,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0,0,0.02,0,0.02
9405,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,0,0,0.02,0,0.02
9406,MotoGP 14,PSV,2014,Racing,Milestone S.r.l.,0,0.01,0,0,0.02
9407,Arabians Lost: The Engagement on Desert,PS2,2007,Adventure,Prototype,0,0,0.02,0,0.02
9408,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02
9409,Peggle Nights,PC,2008,Puzzle,PopCap Games,0,0.01,0,0,0.02
9410,Starry ? Sky: After Summer,PSP,2013,Misc,Asgard,0,0,0.02,0,0.02
9411,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0,0,0,0.02
9412,ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02
9413,Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0,0,0.02,0,0.02
9414,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
9415,Red Ninja: End of Honor,XB,2005,Action,Vivendi Games,0.01,0,0,0,0.02
9416,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010,Shooter,5pb,0,0,0.02,0,0.02
9417,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02
9418,The King of Fighters Collection: The Orochi Saga (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.02,0,0.02
9419,Command & Conquer 3: Kane's Wrath,PC,2008,Strategy,Electronic Arts,0,0.01,0,0,0.02
9420,Suzumiya Haruhi-Chan no Mahjong,PSP,2011,Misc,Kadokawa Shoten,0,0,0.02,0,0.02
9421,Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,2002,Adventure,Victor Interactive,0,0,0.02,0,0.02
9422,James Bond 007: Blood Stone,PC,2010,Shooter,Activision,0.02,0,0,0,0.02
9423,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0,0,0.02,0,0.02
9424,Heavy Fire: Afghanistan,PC,2011,Shooter,Mastiff,0.02,0,0,0,0.02
9425,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0,0.02,0,0,0.02
9426,Agatha Christie: Death on the Nile,PC,2008,Adventure,Big Fish Games,0,0.01,0,0,0.02
9427,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02
9428,Toukiden 2,PS3,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
9429,Koisuru Otome to Shugo no Tate Portable,PSP,2010,Adventure,Alchemist,0,0,0.02,0,0.02
9430,Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0,0,0.02
9431,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
9432,Bakumatsu Renka: Karyuu Kenshi-den,PS2,2007,Adventure,D3Publisher,0,0,0.02,0,0.02
9433,Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0,0,0.02,0,0.02
9434,Rock Blast,Wii,2010,Puzzle,UFO Interactive,0.02,0,0,0,0.02
9435,Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
9436,Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,0.02
9437,Mai-Otome Hime: Otome Butou Shi,PS2,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02
9438,TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.02
9439,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0,0,0.02
9440,Kimikare: New Semester,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
9441,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008,Action,Marvelous Interactive,0,0,0.02,0,0.02
9442,Haneru no Tobira Wii: Girigirissu,Wii,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
9443,RoboCop,XB,2003,Shooter,Titus,0.01,0,0,0,0.02
9444,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,2009,Role-Playing,Starfish,0,0,0.02,0,0.02
9445,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02
9446,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0,0,0.02
9447,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02
9448,Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0,0.02
9449,Seinaru Kana: Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0,0,0.02,0,0.02
9450,PDC World Championship Darts 2009,Wii,2009,Sports,Oxygen Interactive,0,0.02,0,0,0.02
9451,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
9452,The Hustle: Detroit Streets,XB,2006,Sports,Activision,0.01,0,0,0,0.02
9453,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0,0,0,0.02
9454,Airline Tycoon,PC,2000,Simulation,Interplay,0,0.01,0,0,0.02
9455,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0,0.01,0,0,0.02
9456,SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games,0,0.01,0,0,0.02
9457,Song of the Deep,PC,2016,Action,Insomniac Games,0.02,0,0,0,0.02
9458,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0,0,0.02,0,0.02
9459,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0,0,0.02,0,0.02
9460,Castle Shikigami 2,PS2,2004,Shooter,Play It,0.01,0.01,0,0,0.02
9461,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
9462,Rabbids Invasion: The Interactive TV Show,PS4,2014,Misc,Ubisoft,0,0.01,0,0,0.02
9463,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0,0,0.02,0,0.02
9464,Pulse Racer,XB,2003,Racing,Jaleco,0.01,0,0,0,0.02
9465,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
9466,Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,0.02
9467,NBA 07,PS2,2006,Sports,Sony Computer Entertainment,0.01,0.01,0,0,0.02
9468,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
9469,Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02
9470,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
9471,Eyeshield 21: Portable Edition,PSP,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02
9472,Stronghold Legends,PC,2006,Strategy,Take-Two Interactive,0,0.01,0,0,0.02
9473,Machi: Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0,0,0.02,0,0.02
9474,Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02
9475,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0,0,0.02,0,0.02
9476,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0,0,0,0.02
9477,Robotics;Notes,PSV,2014,Adventure,5pb,0,0,0.02,0,0.02
9478,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0,0,0.02,0,0.02
9479,Syberia II,PC,2004,Adventure,MC2 Entertainment,0,0.01,0,0,0.02
9480,Dungeons - The Dark Lord,PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02
9481,Clover no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02
9482,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0,0,0.02,0,0.02
9483,Lost: Via Domus,PC,2008,Action,Ubisoft,0,0.01,0,0,0.02
9484,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02
9485,Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0,0,0.02,0,0.02
9486,Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
9487,Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
9488,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
9489,Post Mortem,PC,2003,Adventure,Microids,0,0.01,0,0,0.02
9490,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
9491,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
9492,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
9493,Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02
9494,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
9495,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
9496,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
9497,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
9498,Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
9499,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
9500,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
9501,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
9502,Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
9503,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
9504,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
9505,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
9506,Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02
9507,Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
9508,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
9509,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02
9510,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
9511,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
9512,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02
9513,Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
9514,LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02
9515,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
9516,Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
9517,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02
9518,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
9519,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
9520,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02
9521,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
9522,Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0,0,0,0.02
9523,Turbo: Super Stunt Squad,Wii,2013,Sports,D3Publisher,0,0.02,0,0,0.02
9524,One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0,0,0.02
9525,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0,0.02,0,0,0.02
9526,Soul Eater: Monotone Princess,Wii,2008,Action,Square Enix,0,0,0.02,0,0.02
9527,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0,0,0.02,0,0.02
9528,Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02
9529,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
9530,Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0,0,0.02,0,0.02
9531,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
9532,Cube,PSP,2007,Puzzle,D3Publisher,0.02,0,0,0,0.02
9533,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007,Racing,Sunrise Interactive,0,0,0.02,0,0.02
9534,Army Men: Major Malfunction,XB,2006,Shooter,Global Star,0.01,0,0,0,0.02
9535,Dunamis 15,X360,2011,Adventure,5pb,0,0,0.02,0,0.02
9536,Worms World Party,PC,2001,Strategy,Virgin Interactive,0,0.01,0,0,0.02
9537,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02
9538,Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0,0,0.02,0,0.02
9539,Reine des Fleurs,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02
9540,Gears of War,PC,2007,Shooter,Microsoft Game Studios,0,0.01,0,0,0.02
9541,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0,0,0.02,0,0.02
9542,Namco Museum 50th Anniversary (JP sales),PS2,2005,Misc,Namco Bandai Games,0,0,0.02,0,0.02
9543,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0,0,0,0.02
9544,Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,0.01,0,0,0.02
9545,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009,Role-Playing,Gust,0,0,0.02,0,0.02
9546,LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0,0.01,0,0,0.02
9547,Dark Void,PC,2010,Action,Capcom,0,0.01,0,0,0.02
9548,Kaleidoeve,PSV,2015,Adventure,HuneX,0,0,0.02,0,0.02
9549,Judge Dredd: Dredd Vs Death,XB,2003,Shooter,Vivendi Games,0.01,0,0,0,0.02
9550,Star Trek: Legacy,PC,2006,Simulation,Ubisoft,0,0.01,0,0,0.02
9551,NHL 16,X360,2015,Sports,Electronic Arts,0,0.02,0,0,0.02
9552,Wall-E,PC,2008,Platform,THQ,0,0.01,0,0,0.02
9553,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006,Action,D3Publisher,0,0,0.02,0,0.02
9554,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0,0,0.02
